provider,instance_id,instance_family,instance_type,vcpus,memory_gib,region,zone,price_per_hour,spot_price_per_hour,gpu_model,gpu_count
AWS,m6a.32xlarge,m6a,m6a.32xlarge,128,512.0,us-east-1,,5.5296,1.56492,,
AWS,i7ie.24xlarge,i7ie,i7ie.24xlarge,96,768.0,us-east-1,,12.4752,3.8491799999999996,,
AWS,m3.2xlarge,m3,m3.2xlarge,8,30.0,us-east-1,,0.532,0.20975,,
AWS,h1.16xlarge,h1,h1.16xlarge,64,256.0,us-east-1,,3.744,0.9047750000000001,,
AWS,c5.4xlarge,c5,c5.4xlarge,16,32.0,us-east-1,,0.68,0.2312,,
AWS,c5d.4xlarge,c5d,c5d.4xlarge,16,32.0,us-east-1,,0.768,0.36273999999999995,,
AWS,t2.medium,t2,t2.medium,2,4.0,us-east-1,,0.0464,0.014116666666666666,,
AWS,c6gd.metal,c6gd,c6gd.metal,64,128.0,us-east-1,,2.4576,0.39456,,
AWS,c7g.xlarge,c7g,c7g.xlarge,4,8.0,us-east-1,,0.145,0.0566,,
AWS,m6gd.medium,m6gd,m6gd.medium,1,4.0,us-east-1,,0.0452,0.01702,,
AWS,c6gd.medium,c6gd,c6gd.medium,1,2.0,us-east-1,,0.0384,0.00918,,
AWS,m8g.24xlarge,m8g,m8g.24xlarge,96,384.0,us-east-1,,4.30848,1.291225,,
AWS,m7a.32xlarge,m7a,m7a.32xlarge,128,512.0,us-east-1,,7.41888,2.0328,,
AWS,i7ie.xlarge,i7ie,i7ie.xlarge,4,32.0,us-east-1,,0.5198,0.15786,,
AWS,m8g.metal-24xl,m8g,m8g.metal-24xl,96,384.0,us-east-1,,4.30848,1.598875,,
AWS,m5.8xlarge,m5,m5.8xlarge,32,128.0,us-east-1,,1.536,0.49704,,
AWS,x2idn.16xlarge,x2idn,x2idn.16xlarge,64,1024.0,us-east-1,,6.669,2.1855599999999997,,
AWS,m2.4xlarge,m2,m2.4xlarge,8,68.3994140625,us-east-1,,0.98,0.342125,,
AWS,f2.12xlarge,f2,f2.12xlarge,48,512.0,us-east-1,,3.96,1.26345,,
AWS,r7i.12xlarge,r7i,r7i.12xlarge,48,384.0,us-east-1,,3.1752,1.08532,,
AWS,g3.8xlarge,g3,g3.8xlarge,32,244.0,us-east-1,,2.28,0.84535,,
AWS,r3.4xlarge,r3,r3.4xlarge,16,122.0,us-east-1,,1.33,0.48112499999999997,,
AWS,m6g.large,m6g,m6g.large,2,8.0,us-east-1,,0.077,0.02636,,
AWS,m6id.large,m6id,m6id.large,2,8.0,us-east-1,,0.11865,0.037,,
AWS,t3.xlarge,t3,t3.xlarge,4,16.0,us-east-1,,0.1664,0.061860000000000005,,
AWS,c7i.12xlarge,c7i,c7i.12xlarge,48,96.0,us-east-1,,2.142,0.6791,,
AWS,g4dn.metal,g4dn,g4dn.metal,96,384.0,us-east-1,,7.824,3.5636400000000004,T4,8.0
AWS,r6gd.large,r6gd,r6gd.large,2,16.0,us-east-1,,0.1152,0.044520000000000004,,
AWS,m6i.4xlarge,m6i,m6i.4xlarge,16,64.0,us-east-1,,0.768,0.25426000000000004,,
AWS,r6g.large,r6g,r6g.large,2,16.0,us-east-1,,0.1008,0.03264,,
AWS,m5dn.8xlarge,m5dn,m5dn.8xlarge,32,128.0,us-east-1,,2.176,0.9480000000000001,,
AWS,u-6tb1.112xlarge,u-6tb1,u-6tb1.112xlarge,448,6144.0,us-east-1,,54.6,,,
AWS,c6gd.xlarge,c6gd,c6gd.xlarge,4,8.0,us-east-1,,0.1536,0.06634,,
